job_id,cv_id,score,company,position,cv_category,cv_industry
6,1403,42.64,"Equisolve, Inc.",Remote Website Designer,CHEF,OTHER
6,489,40.4,"Equisolve, Inc.",Remote Website Designer,ADVOCATE,OTHER
6,2463,44.97,"Equisolve, Inc.",Remote Website Designer,AVIATION,OTHER
6,699,60.27,"Equisolve, Inc.",Remote Website Designer,HEALTHCARE,HEALTHCARE
6,291,43.7,"Equisolve, Inc.",Remote Website Designer,INFORMATION-TECHNOLOGY,IT
6,1361,25.11,"Equisolve, Inc.",Remote Website Designer,CHEF,OTHER
6,1263,44.75,"Equisolve, Inc.",Remote Website Designer,DIGITAL-MEDIA,OTHER
6,1795,24.49,"Equisolve, Inc.",Remote Website Designer,ENGINEERING,MANUFACTURING
6,2178,44.93,"Equisolve, Inc.",Remote Website Designer,BANKING,FINANCE
6,552,23.71,"Equisolve, Inc.",Remote Website Designer,ADVOCATE,OTHER
6,901,45.27,"Equisolve, Inc.",Remote Website Designer,FITNESS,OTHER
6,1150,42.06,"Equisolve, Inc.",Remote Website Designer,CONSULTANT,OTHER
6,106,45.22,"Equisolve, Inc.",Remote Website Designer,HR,HR
6,834,22.51,"Equisolve, Inc.",Remote Website Designer,FITNESS,OTHER
6,1999,46.45,"Equisolve, Inc.",Remote Website Designer,CONSTRUCTION,CONSTRUCTION
7,1680,21.5,Zander Insurance Agency,Web Designer,APPAREL,OTHER
7,1276,60.79,Zander Insurance Agency,Web Designer,DIGITAL-MEDIA,OTHER
7,2322,24.25,Zander Insurance Agency,Web Designer,ARTS,OTHER
7,1722,62.24,Zander Insurance Agency,Web Designer,ENGINEERING,MANUFACTURING
7,1998,42.92,Zander Insurance Agency,Web Designer,CONSTRUCTION,CONSTRUCTION
7,61,44.33,Zander Insurance Agency,Web Designer,HR,HR
7,2401,68.47,Zander Insurance Agency,Web Designer,AVIATION,OTHER
7,428,49.13,Zander Insurance Agency,Web Designer,TEACHER,OTHER
7,549,41.47,Zander Insurance Agency,Web Designer,ADVOCATE,OTHER
7,681,42.49,Zander Insurance Agency,Web Designer,HEALTHCARE,HEALTHCARE
7,613,39.77,Zander Insurance Agency,Web Designer,BUSINESS-DEVELOPMENT,SALES
